distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second,store_forward,vendor
1.93,40.76332855,-73.98079681,5,40.7503891,-74.00215912,1,1,19,15,22,2,1,1,19,15,39,4,0,2
1.36,40.76935959,-73.96578979,5,40.78596878,-73.95313263,4,1,29,11,48,18,4,1,29,11,59,22,0,2
2.5,40.77879715,-73.9512558,1,40.77370453,-73.98403931,1,1,26,19,43,39,1,1,26,19,58,1,0,1
3.07,40.73431778,-73.98944855,2,40.76773834,-73.959198,0,1,18,14,35,0,0,1,18,14,51,18,0,2
4.37,40.66519928,-73.98506165,1,40.7092514,-74.01074219,4,1,22,22,16,40,4,1,22,22,31,30,0,2
10.38,40.70310974,-73.91355896,1,40.6466713,-73.7901535,5,1,2,23,4,11,5,1,2,23,29,13,0,2
5.8,40.72937775,-74.03412628,1,40.75478745,-73.98425293,3,1,14,22,7,14,3,1,14,22,30,12,0,1
0.37,40.70814514,-74.00033569,1,40.70732117,-74.00520325,5,1,9,15,44,0,5,1,9,15,45,46,0,2
2.4,40.78383255,-73.97202301,1,40.75761414,-73.97349548,1,1,19,21,5,17,1,1,19,21,14,37,0,2
3.09,40.76686096,-73.95374298,5,40.74571991,-73.98886108,4,1,15,2,58,29,4,1,15,3,8,33,0,2
3.1,40.75672913,-74.00431824,1,40.79191589,-73.9757309,2,1,20,12,45,46,2,1,20,12,58,32,0,1
2.7,40.79188156,-73.94655609,2,40.76025772,-73.95809174,6,1,17,9,3,8,6,1,17,9,9,31,0,1
2.48,40.68733978,-73.99208832,1,40.70735168,-74.00431061,4,1,29,19,48,30,4,1,29,19,57,22,0,2
0.94,40.77833557,-73.95851135,2,40.78598404,-73.96865845,3,1,7,21,1,35,3,1,7,21,6,34,0,2
2.41,40.73463058,-73.99622345,1,40.7634201,-73.97396088,4,1,8,20,49,21,4,1,8,21,6,2,0,2
1.4,40.74636841,-73.97779846,3,40.73076248,-73.9907074,6,1,24,19,38,39,6,1,24,19,46,30,0,1
1.12,40.75804138,-73.99140167,1,40.77033997,-73.9912262,2,1,13,18,11,15,2,1,13,18,19,22,0,2
1.22,40.80615997,-73.96346283,6,40.79153061,-73.97389984,6,1,17,0,32,6,6,1,17,0,36,35,0,2
1.62,40.7440567,-74.00315857,1,40.74669647,-73.98188019,2,1,6,20,22,51,2,1,6,20,32,43,0,2
2.4,40.75563431,-73.97343445,1,40.77487183,-73.94498444,4,1,22,7,3,16,4,1,22,7,10,17,0,1
1.3,40.78420258,-73.94689178,1,40.77264786,-73.95559692,4,1,1,19,50,26,4,1,1,19,56,18,0,1
8.95,40.82045364,-73.95793152,2,40.72725677,-73.99133301,5,1,2,18,5,25,5,1,2,18,35,6,0,2
1.7,40.78198624,-73.94984436,1,40.76195145,-73.96627045,0,1,11,9,11,17,0,1,11,9,18,34,0,1
1.3,40.73510361,-73.99410248,1,40.74793625,-74.00017548,3,1,7,10,29,20,3,1,7,10,38,45,0,1
2.54,40.73218918,-73.98023224,1,40.76057053,-73.97160339,6,1,24,19,20,23,6,1,24,19,35,13,0,2
2.6,40.72685623,-74.00019073,1,40.75866699,-73.97258759,5,1,30,17,54,33,5,1,30,18,11,49,0,1
0.46,40.69189072,-73.99353027,1,40.68648148,-73.99614716,1,1,12,10,12,5,1,1,12,10,14,57,0,2
1.1,40.70819473,-74.01667023,1,40.71609116,-74.00670624,0,1,4,14,10,56,0,1,4,14,17,1,0,1
1.13,40.75751114,-73.96951294,1,40.75437546,-73.98431396,2,1,20,16,42,2,2,1,20,16,50,29,0,2
1.2,40.76096344,-73.97100067,1,40.753582,-73.98499298,1,1,26,12,37,39,1,1,26,13,5,11,0,1
4.8,40.78781128,-73.97502899,1,40.73466873,-73.983284,3,1,7,18,13,23,3,1,7,18,45,44,0,1
1.88,40.76744843,-73.99240112,1,40.76581955,-73.9655304,4,1,8,12,16,57,4,1,8,12,31,25,0,2
4.82,40.77169037,-73.9655304,5,40.73141098,-74.0067215,6,1,10,13,12,9,6,1,10,13,28,24,0,2
0.19,40.74896622,-73.99098206,1,40.74757385,-73.9881134,2,1,20,17,3,1,2,1,20,17,4,56,0,2
32.74,40.76532745,-73.97524261,6,40.64544296,-73.77664185,0,1,11,14,5,1,0,1,11,15,15,54,0,2
3.18,40.74290085,-73.97405243,1,40.72024155,-74.00520325,0,1,18,18,8,46,0,1,18,18,29,25,0,2
18.64,40.73128128,-73.99954224,1,40.64511871,-73.78087616,3,1,21,20,24,15,3,1,21,21,9,55,0,2
1.7,40.7319603,-74.00923157,1,40.72577667,-73.98674774,0,1,11,16,0,39,0,1,11,16,15,49,0,1
2.2,40.74639511,-73.98168945,1,40.72011948,-73.98981476,3,1,21,11,6,16,3,1,21,11,20,51,0,1
1.13,40.73114014,-73.98590851,1,40.74048996,-73.99447632,1,1,19,22,26,25,1,1,19,22,31,58,0,2
10.36,40.75516129,-73.97553253,2,40.77389145,-73.87499237,3,1,14,8,58,46,3,1,14,9,41,14,0,2
1.1,40.75022125,-73.99126434,1,40.76160812,-73.97945404,4,1,8,10,30,33,4,1,8,10,38,42,0,1
2.39,40.79180145,-73.97395325,5,40.76305008,-73.97444153,3,1,7,18,33,15,3,1,7,18,48,39,0,2
3.39,40.80319977,-73.96733093,2,40.75983047,-73.99536133,3,1,28,21,36,43,3,1,28,21,50,24,0,2
1.27,40.74611282,-73.99081421,1,40.75673676,-73.99015045,3,1,28,10,39,31,3,1,28,11,4,14,0,2
1.75,40.72608948,-73.99288177,5,40.74487305,-73.99745178,5,1,9,21,29,4,5,1,9,21,45,13,0,2
0.43,40.76147079,-73.96798706,1,40.76261902,-73.97422791,1,1,5,19,58,38,1,1,5,20,1,29,0,2
1.7,40.78766251,-73.97529602,1,40.76547623,-73.9837265,3,1,14,19,8,37,3,1,14,19,19,56,0,1
1.5,40.77229691,-73.95909119,2,40.77121353,-73.97953033,1,1,19,22,57,55,1,1,19,23,5,45,0,1
1.46,40.7712822,-73.96455383,1,40.75428391,-73.97823334,6,1,17,12,14,57,6,1,17,12,20,2,0,2
1.2,40.76910019,-73.95290375,1,40.78371048,-73.95219421,6,1,10,11,22,0,6,1,10,11,29,56,0,1
4.84,40.69484329,-73.95523834,1,40.72956848,-74.00208282,1,1,26,22,39,36,1,1,26,22,55,50,0,2
1.6,40.74691391,-73.98677063,1,40.7625618,-73.97058868,4,1,29,23,42,23,4,1,29,23,53,33,0,1
2,40.7530098,-73.97747803,2,40.76402664,-73.95407104,4,1,15,18,6,35,4,1,15,18,20,45,0,1
1.37,40.75453949,-73.99099731,2,40.74213791,-73.98920441,5,1,30,17,32,31,5,1,30,17,41,35,0,2
1.62,40.71498871,-74.01396942,1,40.70502853,-74.00717926,4,1,8,9,17,0,4,1,8,9,26,9,0,2
0.69,40.75865936,-74.00348663,4,40.75222778,-74.00455475,0,1,11,10,54,56,0,1,11,11,0,3,0,2
2.65,40.76112747,-73.98703003,1,40.73052216,-74.00255585,1,1,12,14,22,41,1,1,12,14,45,10,0,2
0.72,40.76490784,-73.96495056,1,40.76513672,-73.97505188,4,1,22,12,33,10,4,1,22,12,41,47,0,2
2.9,40.75690079,-73.98176575,2,40.72313309,-73.99874878,6,1,17,22,36,17,6,1,17,22,48,16,0,1
2.74,40.76309204,-73.96547699,1,40.72906494,-73.990242,5,1,16,21,20,9,5,1,16,21,35,54,0,2
3.27,40.75809097,-73.97234344,1,40.79153824,-73.97596741,5,1,9,22,38,54,5,1,9,22,55,25,0,2
0.85,40.7624054,-73.98619843,1,40.75762177,-73.97383118,3,1,28,22,18,15,3,1,28,22,23,38,0,2
1.9,40.7522583,-73.97503662,2,40.76689911,-73.95645142,5,1,16,15,44,6,5,1,16,15,55,58,0,1
1.37,40.76800537,-73.97039032,1,40.77994537,-73.98162079,2,1,27,17,6,14,2,1,27,17,16,41,0,2
2.4,40.76879501,-73.96540833,1,40.73902512,-73.98711395,5,1,9,22,13,25,5,1,9,22,25,59,0,2
3.3,40.72317886,-73.98816681,1,40.74946976,-73.97731018,5,1,9,20,10,58,5,1,9,20,26,48,0,1
1,40.73875427,-73.99938202,1,40.74428558,-73.98825073,3,1,21,19,43,54,3,1,21,19,47,46,0,1
6.6,40.70167923,-73.9368515,1,40.75569153,-73.88461304,6,1,10,8,19,9,6,1,10,8,38,33,1,1
0.05,40.75683975,-73.98272705,1,40.75397873,-73.98473358,5,1,2,10,57,10,5,1,2,10,57,57,0,2
1,40.74982071,-73.98616028,1,40.73872375,-73.98300934,2,1,27,22,39,19,2,1,27,22,46,36,0,1
3.96,40.71501541,-73.99889374,1,40.76103973,-73.98667908,4,1,8,23,5,56,4,1,8,23,26,5,0,2
1.9,40.72566986,-73.99626923,1,40.74933243,-73.98386383,1,1,19,9,44,2,1,1,19,9,57,45,0,1
0.54,40.76163864,-73.97917175,1,40.7566185,-73.97427368,4,1,29,8,16,0,4,1,29,8,21,47,0,2
10,40.72334671,-73.97895813,2,40.77393723,-73.87303925,3,1,21,15,33,38,3,1,21,16,9,41,0,1
1.1,40.73411179,-74.00291443,1,40.72764969,-73.98518372,4,1,22,21,30,37,4,1,22,21,41,20,0,1
1.1,40.75004196,-73.9913559,1,40.76252365,-73.98664856,3,1,21,20,16,21,3,1,21,20,22,42,0,1
2,40.77890778,-73.98509979,1,40.76099014,-73.96684265,2,1,13,23,44,31,2,1,13,23,53,12,0,1
0.77,40.76208878,-73.97263336,1,40.75434113,-73.97717285,3,1,7,8,9,30,3,1,7,8,16,43,0,2
1.4,40.72351074,-74.01007843,1,40.74003601,-74.00597382,2,1,27,23,12,20,2,1,27,23,19,25,0,1
2.72,40.74822998,-73.97116089,1,40.78139114,-73.9493103,4,1,29,22,1,26,4,1,29,22,13,12,0,2
0.6,40.77470016,-73.97853088,1,40.7684288,-73.98221588,2,1,13,9,17,35,2,1,13,9,22,19,0,1
